编号,公司/单位,采样/报告时间,猪种,世代划分/特殊处理,耳号,性别/阉割,日龄,体重kg,切肉重, 倒数三四膘厚,胴体全重,计算半胴体重（kg）,左胴体重,右胴体重,半胴体重差值（kg）,前腿重（kg),背腰重（kg）,后腿重（kg）,左侧胴体合计,后腿比例,前腿骨（kg）,前腿肉（kg）,前腿皮脂（kg）,背腰骨（kg）,背腰肉（kg）,背腰皮脂（kg）,后腿骨（kg）,后腿肉（kg）,后腿皮脂（kg）,腿臀重（kg）,腿臀骨重,腿臀肉重,腿臀皮重,骨（kg）,肉（kg）,皮重,皮脂（kg）,屠宰率,体长cm,胴体（斜）长,管围,臀围,体高（cm）,6-7肋处,胸腰结合处,腰荐结合处,肩部最厚处,平均膘厚,6-7肋皮厚mm,眼肌高cm,眼肌宽cm,面积cm2,眼肌厚度（cm2）,板油重kg,瘦肉率1（半胴体）,瘦肉率%,,皮脂率%,骨  率%,腿臀比%,心（kg）,肝（kg）,脾（kg）,肺（kg）,肾（kg）,睾丸（双）,胃加大肠（kg）,内脏总重（kg）,目距（kg）,（半）板油（kg）,板油重kg,肾加板油（kg）,头（kg）,前蹄（kg）,后蹄（kg）,睾丸（kg）,腰肌重（kg）,眼肌重（kg）,肋排（kg）,槽头肉（kg）,梅花（kg）,半腱、半膜（kg）,胸围（cm）,胸宽,胸深,腹围（cm）,背膘厚(mm),耳长（cm),耳宽（cm),头长（cm),头高（cm),嘴长（cm),吻高（cm),吻宽（cm),两眼间内间距,下眼眶至吻突,小肠长（cm),乳头数(对),颈椎长度（cm）,颈椎数目,胸椎长度（cm）,胸椎数目,第1胸椎棘突高cm,腰椎长度（cm）,腰椎数目,第1腰椎棘突高cm,6-7肋肋弓宽cm,肋骨（根）,眼肌pH45min,眼肌pH24h,眼肌pH48h,眼肌pH72h,眼肌pH96h,腰肌pH45min,腰肌pH24h,腰肌pH48h,腰肌pH72h,腰肌pH96h,眼肌肉色L值45min,眼肌肉色a值45min,眼肌肉色b值45min,眼肌肉色L值24h,眼肌肉色a值24h,眼肌肉色b值24h,眼肌肉色L值48h,眼肌肉色a值48h,眼肌肉色b值48h,眼肌肉色L值72h,眼肌肉色a值72h,眼肌肉色b值72h,眼肌肉色L值96h,眼肌肉色a值96h,眼肌肉色b值96h,腰肌肉色L值45min,腰肌肉色a值45min,腰肌肉色b值45min,腰肌肉色L值24h,腰肌肉色a值24h,腰肌肉色b值24h,腰肌肉色L值48h,腰肌肉色a值48h,腰肌肉色b值48h,腰肌肉色L值72h,腰肌肉色a值72h,腰肌肉色b值72h,腰肌肉色L值96h,腰肌肉色a值96h,腰肌肉色b值96h,嫩度(眼),韧性(眼),嫩度(腰),韧性(腰),滴水损失(眼),滴水损失(腰),压水(眼),压水(腰),大理石纹(眼),大理石纹(腰),眼肌力度,眼肌韧度(kg. sec),腰肌力度,腰肌韧度(kg. sec)
946,德康加系种猪,2023.10.9,YY,,,公,,126.00 ,,,92.36 ,,,,,,,,,,,,,,,,,,,,,,,6.8,26.92,,,,,94.50 ,,,,2.4,2.5,1.7,4,2.65 ,,,,,,,,,,,,,0.405,1.835,0.235,0.79,0.43,,,,,,1.705,,,,,,,,,,,,,,,,,17.5,13.6,30.5,29,11.3,9.2,7.4,,,,,,,,,,,,,,,6.32 ,5.88 ,5.58 ,,,3.40 ,12.03 ,12.85 ,,,41.21 ,4.67 ,3.34 ,54.98 ,6.78 ,5.57 ,54.16 ,8.54 ,6.44 ,,,,,,,41.47 ,15.52 ,5.72 ,42.84 ,15.03 ,6.59 ,42.35 ,16.90 ,7.85 ,,,,,,,,,,,,,,,,,,,,
947,德康加系种猪,2023.10.9,LL,,,公,,118.00 ,,,86.48 ,,,,,,,,,,,,,,,,,,,,,,,5.48,28.235,,,,,91.50 ,,,,2.5,1.2,0.9,2.8,1.85 ,,,,,,,,,,,,,0.57,1.635,0.23,0.75,0.53,,,,,,1.115,,,,,,,,,,,,,,,,,18.5,16,31,28.5,11.5,9.8,7.6,,,,,,,,,,,,,,,5.96 ,5.45 ,5.68 ,,,2.70 ,3.73 ,8.37 ,,,42.76 ,5.50 ,3.84 ,55.04 ,6.93 ,5.40 ,57.28 ,8.48 ,8.25 ,,,,,,,41.53 ,11.15 ,4.89 ,51.64 ,13.02 ,7.23 ,53.31 ,11.53 ,8.58 ,,,,,,,,,,,,,,,,,,,,
948,德康加系种猪,2023.10.9,YY,,,公,,124.00 ,,,87.71 ,,,,,,,,,,,,,,,,,,,,,,,6.16,27.16,,,,,87.50 ,,,,1.8,1.3,1,2.9,1.75 ,,,,,,,,,,,,,0.525,1.9,0.225,0.875,0.525,,,,,,0.98,,,,,,,,,,,,,,,,,18,12,31.8,29.7,12.2,9.5,7.2,,,,,,,,,,,,,,,6.13 ,5.59 ,5.88 ,,,2.60 ,6.10 ,8.77 ,,,41.01 ,3.84 ,2.91 ,51.78 ,4.95 ,5.69 ,54.61 ,6.97 ,6.86 ,,,,,,,40.69 ,11.57 ,5.21 ,39.97 ,11.78 ,4.60 ,41.84 ,14.17 ,6.31 ,,,,,,,,,,,,,,,,,,,,
949,德康加系种猪,2023.10.9,LL,,,公,,130.00 ,,,93.68 ,,,,,,,,,,,,,,,,,,,,,,,6.78,29.58,,,,,87.50 ,,,,1.7,1.6,0.8,3.2,1.83 ,,,,,,,,,,,,,0.53,1.84,0.23,1.02,0.415,,,,,,1.1,,,,,,,,,,,,,,,,,22.2,17.3,30.8,30.3,11,9.7,7.7,,,,,,,,,,,,,,,6.06 ,5.54 ,5.78 ,,,2.80 ,5.03 ,8.90 ,,,44.59 ,4.04 ,3.67 ,57.20 ,5.17 ,5.39 ,60.04 ,6.74 ,7.55 ,,,,,,,43.57 ,13.55 ,5.62 ,44.97 ,9.96 ,4.83 ,43.81 ,10.51 ,5.34 ,,,,,,,,,,,,,,,,,,,,
950,德康加系种猪,2023.10.9,YY,,,公,,126.00 ,,,91.15 ,,,,,,,,,,,,,,,,,,,,,,,6.54,26.75,,,,,95.00 ,,,,1.8,2,1.6,3.2,2.15 ,,,,,,,,,,,,,0.41,1.835,0.225,0.89,0.435,,,,,,1.31,,,,,,,,,,,,,,,,,18.6,13,33.2,30,11.9,9.6,7.8,,,,,,,,,,,,,,,5.94 ,5.74 ,5.89 ,,,3.20 ,8.03 ,12.70 ,,,40.67 ,4.15 ,3.50 ,52.20 ,5.51 ,4.64 ,55.46 ,6.93 ,7.06 ,,,,,,,39.66 ,11.72 ,4.39 ,46.47 ,14.74 ,7.06 ,45.74 ,15.57 ,8.26 ,,,,,,,,,,,,,,,,,,,,
951,德康加系种猪,2023.10.9,YY,,,公,,132.00 ,,,96.99 ,,,,,,,,,,,,,,,,,,,,,,,6.02,29.42,,,,,92.00 ,,,,2.4,1.3,1.1,3.2,2.00 ,,,,,,,,,,,,,0.5,1.635,0.145,0.785,0.48,,,,,,1.11,,,,,,,,,,,,,,,,,19,16.2,31.4,29.2,11.3,9.9,7.8,,,,,,,,,,,,,,,6.34 ,5.60 ,5.71 ,,,2.37 ,4.20 ,6.60 ,,,39.38 ,5.62 ,3.65 ,51.84 ,7.11 ,4.98 ,54.83 ,7.98 ,7.58 ,,,,,,,37.92 ,13.26 ,4.74 ,43.98 ,14.19 ,6.33 ,45.78 ,14.68 ,7.76 ,,,,,,,,,,,,,,,,,,,,
952,德康加系种猪,2023.10.9,LL,,,公,,116.00 ,,,81.49 ,,,,,,,,,,,,,,,,,,,,,,,6.54,25.64,,,,,90.50 ,,,,2.1,1.3,0.5,2.7,1.65 ,,,,,,,,,,,,,0.44,1.895,0.215,0.91,0.55,,,,,,1.08,,,,,,,,,,,,,,,,,20.5,17.2,32.3,29.5,12.3,10.7,8.2,,,,,,,,,,,,,,,5.75 ,5.72 ,5.75 ,,,3.30 ,2.77 ,7.43 ,,,42.35 ,6.02 ,3.50 ,54.01 ,5.99 ,4.15 ,54.11 ,6.73 ,5.63 ,,,,,,,45.42 ,11.69 ,6.26 ,42.05 ,12.02 ,4.43 ,44.29 ,11.63 ,5.50 ,,,,,,,,,,,,,,,,,,,,
953,德康加系种猪,2023.10.9,DD,,,公,,118.00 ,,,85.57 ,,,,,,,,,,,,,,,,,,,,,,,5.92,26.85,,,,,88.50 ,,,,2.2,1.3,0.6,2.8,1.73 ,,,,,,,,,,,,,0.48,1.655,0.17,0.625,0.49,,,,,,0.7,,,,,,,,,,,,,,,,,19.5,15.9,32.6,31.4,12.5,10.4,7.8,,,,,,,,,,,,,,,5.76 ,5.74 ,6.08 ,,,2.70 ,6.67 ,10.17 ,,,45.15 ,4.63 ,4.70 ,49.33 ,5.61 ,4.59 ,55.28 ,6.74 ,6.89 ,,,,,,,40.00 ,10.69 ,5.24 ,41.94 ,14.16 ,6.87 ,42.93 ,15.52 ,6.89 ,,,,,,,,,,,,,,,,,,,,
954,德康加系种猪,2023.10.9,DD,,,公,,112.00 ,,,83.63 ,,,,,,,,,,,,,,,,,,,,,,,6.34,24.85,,,,,87.00 ,,,,1.7,1.2,0.6,3,1.63 ,,,,,,,,,,,,,0.39,1.645,0.21,0.715,0.405,,,,,,0.52,,,,,,,,,,,,,,,,,20.8,16.8,30.5,29.5,11.1,10.1,8,,,,,,,,,,,,,,,5.94 ,5.83 ,5.84 ,,,2.37 ,4.67 ,10.17 ,,,43.24 ,6.33 ,4.71 ,49.11 ,7.06 ,4.24 ,53.62 ,9.04 ,7.59 ,,,,,,,42.52 ,12.49 ,5.47 ,48.27 ,12.59 ,7.04 ,49.27 ,12.66 ,7.91 ,,,,,,,,,,,,,,,,,,,,
955,德康加系种猪,2023.10.9,YY,,,公,,134.00 ,,,95.10 ,,,,,,,,,,,,,,,,,,,,,,,5.86,28.16,,,,,88.50 ,,,,1.3,2,1.7,3.6,2.15 ,,,,,,,,,,,,,0.41,1.91,0.175,0.81,0.48,,,,,,1.385,,,,,,,,,,,,,,,,,20.3,12.9,33.8,30.5,10.8,10.2,8.1,,,,,,,,,,,,,,,6.06 ,5.80 ,5.80 ,,,3.77 ,8.60 ,12.57 ,,,44.09 ,6.98 ,4.88 ,48.24 ,6.97 ,5.06 ,50.47 ,7.22 ,6.06 ,,,,,,,42.58 ,14.15 ,6.18 ,39.65 ,9.75 ,4.99 ,44.66 ,14.61 ,8.15 ,,,,,,,,,,,,,,,,,,,,
956,德康加系种猪,2023.10.9,YY,,,公,,128.00 ,,,88.93 ,,,,,,,,,,,,,,,,,,,,,,,6.54,26.42,,,,,90.50 ,,,,2.3,1.2,0.8,3,1.83 ,,,,,,,,,,,,,0.4,2.05,0.18,1.465,0.505,,,,,,0.985,,,,,,,,,,,,,,,,,18.6,13.5,30.5,29.5,11.3,9.6,7.5,,,,,,,,,,,,,,,6.33 ,5.78 ,5.73 ,,,2.67 ,5.23 ,12.43 ,,,41.48 ,3.98 ,3.76 ,50.21 ,5.08 ,4.30 ,53.69 ,6.01 ,6.11 ,,,,,,,37.19 ,13.96 ,4.48 ,38.59 ,12.63 ,3.92 ,38.60 ,12.78 ,5.21 ,,,,,,,,,,,,,,,,,,,,
957,德康加系种猪,2023.10.9,LL,,,公,,112.00 ,,,78.17 ,,,,,,,,,,,,,,,,,,,,,,,5.54,23.97,,,,,89.50 ,,,,1.8,1.4,0.5,2.7,1.60 ,,,,,,,,,,,,,0.455,1.85,0.225,1.045,0.485,,,,,,0.765,,,,,,,,,,,,,,,,,21.1,15.5,31.5,27.8,12.4,10,7.7,,,,,,,,,,,,,,,6.04 ,5.72 ,5.62 ,,,2.73 ,3.43 ,4.43 ,,,40.90 ,3.13 ,1.77 ,54.14 ,4.37 ,4.44 ,55.27 ,4.33 ,5.33 ,,,,,,,43.05 ,15.89 ,6.10 ,45.36 ,11.09 ,4.81 ,46.19 ,14.02 ,7.69 ,,,,,,,,,,,,,,,,,,,,
958,德康加系种猪,2023.10.9,LL,,,公,,100.00 ,,,69.30 ,,,,,,,,,,,,,,,,,,,,,,,5.94,20.59,,,,,90.50 ,,,,1.9,1.7,0.5,2.3,1.60 ,,,,,,,,,,,,,0.435,1.655,0.17,1.21,0.405,,,,,,0.59,,,,,,,,,,,,,,,,,20.1,15.2,30.4,30.3,11.7,9.9,7.4,,,,,,,,,,,,,,,6.25 ,5.96 ,5.74 ,,,2.57 ,3.20 ,4.77 ,,,42.58 ,5.12 ,3.40 ,50.58 ,5.70 ,4.27 ,53.10 ,6.44 ,6.09 ,,,,,,,43.21 ,13.95 ,5.69 ,42.92 ,12.72 ,5.27 ,42.87 ,14.31 ,6.62 ,,,,,,,,,,,,,,,,,,,,
959,德康加系种猪,2023.10.9,DD,,,公,,112.00 ,,,81.61 ,,,,,,,,,,,,,,,,,,,,,,,5.5,28.56,,,,,84.00 ,,,,1,1.9,0.8,3,1.68 ,,,,,,,,,,,,,0.455,1.395,0.14,0.695,0.41,,,,,,0.58,,,,,,,,,,,,,,,,,19.5,13.8,32.3,29.1,11.6,9.5,7.5,,,,,,,,,,,,,,,5.79 ,5.69 ,5.59 ,,,2.63 ,1.77 ,4.13 ,,,43.79 ,3.85 ,4.08 ,51.63 ,5.08 ,3.97 ,56.85 ,6.12 ,7.10 ,,,,,,,44.56 ,17.05 ,7.63 ,45.22 ,14.42 ,6.13 ,46.07 ,14.17 ,7.11 ,,,,,,,,,,,,,,,,,,,,
960,德康加系种猪,2023.10.9,DD,,,公,,126.00 ,,,90.58 ,,,,,,,,,,,,,,,,,,,,,,,6.34,26.91,,,,,87.50 ,,,,1.4,1.9,1.2,3.3,1.95 ,,,,,,,,,,,,,0.38,1.935,0.175,1.03,0.44,,,,,,0.66,,,,,,,,,,,,,,,,,20.5,14.7,33.9,31.5,12.1,10.2,8.2,,,,,,,,,,,,,,,6.15 ,5.72 ,5.68 ,,,2.47 ,2.50 ,3.40 ,,,44.20 ,6.11 ,4.83 ,53.97 ,5.53 ,5.15 ,53.07 ,6.35 ,6.37 ,,,,,,,42.31 ,13.95 ,5.68 ,46.49 ,13.37 ,6.05 ,46.77 ,11.15 ,6.16 ,,,,,,,,,,,,,,,,,,,,
961,德康加系种猪,2023.10.9,LL,,,公,,116.00 ,,,81.41 ,,,,,,,,,,,,,,,,,,,,,,,6.54,23.57,,,,,91.50 ,,,,1.4,1.1,1.1,2.6,1.55 ,,,,,,,,,,,,,0.505,1.855,0.22,0.895,0.46,,,,,,1.13,,,,,,,,,,,,,,,,,20,13.8,32,29.4,11.6,9.6,7.6,,,,,,,,,,,,,,,6.15 ,5.74 ,5.68 ,,,3.43 ,6.53 ,8.17 ,,,46.01 ,3.19 ,3.80 ,54.50 ,4.66 ,4.52 ,54.29 ,4.67 ,5.38 ,,,,,,,40.59 ,14.53 ,5.39 ,45.08 ,13.53 ,6.56 ,47.87 ,16.43 ,8.24 ,,,,,,,,,,,,,,,,,,,,
962,德康加系种猪,2023.10.9,YY,,,公,,128.00 ,,,91.15 ,,,,,,,,,,,,,,,,,,,,,,,6.6,27.89,,,,,88.00 ,,,,1.4,1.9,1.2,3.4,1.98 ,,,,,,,,,,,,,0.515,1.885,0.215,0.85,0.465,,,,,,1.425,,,,,,,,,,,,,,,,,17.8,14.1,31.6,28.4,12.1,9.5,7.5,,,,,,,,,,,,,,,6.01 ,5.72 ,5.74 ,,,3.53 ,2.77 ,6.13 ,,,42.01 ,4.43 ,3.95 ,57.46 ,5.58 ,5.21 ,57.27 ,7.06 ,6.65 ,,,,,,,42.35 ,16.24 ,7.31 ,42.38 ,11.74 ,6.04 ,44.53 ,13.59 ,7.60 ,,,,,,,,,,,,,,,,,,,,
963,德康加系种猪,2023.10.9,LL,,,公,,124.00 ,,,91.21 ,,,,,,,,,,,,,,,,,,,,,,,5.42,25.64,,,,,85.50 ,,,,2.4,2.3,1.6,2.8,2.28 ,,,,,,,,,,,,,0.51,1.53,0.21,1.065,0.43,,,,,,1.955,,,,,,,,,,,,,,,,,19.4,14.2,31.4,28.1,12,9.3,7.3,,,,,,,,,,,,,,,6.05 ,5.84 ,5.71 ,,,2.50 ,3.03 ,6.23 ,,,42.43 ,4.04 ,3.17 ,52.87 ,4.33 ,3.71 ,56.54 ,4.93 ,5.99 ,,,,,,,39.12 ,9.47 ,3.68 ,42.68 ,11.26 ,4.77 ,45.99 ,12.25 ,6.49 ,,,,,,,,,,,,,,,,,,,,
964,德康加系种猪,2023.10.9,DD,,,公,,126.00 ,,,96.61 ,,,,,,,,,,,,,,,,,,,,,,,6.26,27.85,,,,,85.50 ,,,,2.7,2.1,1.2,3.8,2.45 ,,,,,,,,,,,,,0.53,1.795,0.21,0.61,0.4,,,,,,1.23,,,,,,,,,,,,,,,,,20.5,15.6,33.6,32,11.3,9.8,8.1,,,,,,,,,,,,,,,5.71 ,5.62 ,5.93 ,,,9.87 ,11.50 ,13.07 ,,,44.57 ,6.54 ,5.80 ,47.18 ,5.67 ,4.08 ,48.62 ,8.08 ,6.77 ,,,,,,,43.85 ,5.07 ,4.60 ,46.40 ,15.73 ,7.55 ,44.17 ,15.16 ,7.38 ,,,,,,,,,,,,,,,,,,,,
965,德康加系种猪,2023.10.9,DD,,,公,,134.00 ,,,95.57 ,,,,,,,,,,,,,,,,,,,,,,,7.18,27.28,,,,,88.50 ,,,,1.4,1.1,0.7,3.8,1.75 ,,,,,,,,,,,,,0.53,1.95,0.19,0.7,0.465,,,,,,0.76,,,,,,,,,,,,,,,,,20.5,15.7,33.1,31.4,11.8,10.8,8.2,,,,,,,,,,,,,,,5.99 ,5.71 ,5.77 ,,,3.80 ,3.37 ,10.00 ,,,41.50 ,5.40 ,3.58 ,51.85 ,5.91 ,4.92 ,54.60 ,8.10 ,7.81 ,,,,,,,41.22 ,13.15 ,5.62 ,42.28 ,12.58 ,5.88 ,46.27 ,15.51 ,8.44 ,,,,,,,,,,,,,,,,,,,,
966,德康加系种猪,2023.10.9,DD,,,公,,124.00 ,,,90.75 ,,,,,,,,,,,,,,,,,,,,,,,6.16,27.26,,,,,86.50 ,,,,1.4,1.2,0.8,3.4,1.70 ,,,,,,,,,,,,,0.515,1.745,0.19,0.845,0.645,,,,,,0.88,,,,,,,,,,,,,,,,,20.2,16,31.5,29,11.4,10.6,7.8,,,,,,,,,,,,,,,5.67 ,5.74 ,5.75 ,,,,,,,,43.35 ,2.91 ,3.35 ,53.11 ,3.46 ,3.94 ,53.64 ,5.05 ,6.18 ,,,,,,,41.09 ,12.80 ,5.11 ,44.33 ,11.49 ,5.75 ,42.02 ,12.79 ,6.44 ,,,,,,,,,,,,,,,,,,,,
967,德康,2023.11.20,NN,,,母,,56,,,35.00 ,,,,,,,,,,,,,,,,,,,,,,,2.3,7.04,,,,,58,,,,3.4 ,2.1 ,2.7 ,4.7 ,3.23 ,,,,,,,,,,,,,0.155 ,0.735 ,0.065 ,0.785 ,0.090 ,,,,,,0.6,,,,,,,,,,,,,,,,,14.00 ,12.60 ,22.40 ,23.00 ,11.80 ,7.30 ,5.20 ,,,,,,,,,,,,,,,6.30 ,6.17 ,6.14 ,,,,,,,,44.50 ,4.50 ,3.73 ,44.21 ,4.75 ,1.73 ,50.20 ,5.29 ,3.31 ,,,,,,,38.47 ,19.46 ,6.11 ,40.98 ,14.62 ,4.80 ,39.89 ,16.96 ,4.78 ,,,,,,,,,,,,,,,,,,,,
968,德康,2023.11.20,NN,,,公,,54,,,36.80 ,,,,,,,,,,,,,,,,,,,,,,,3.1,9.14,,,,,60,,,,1.5 ,0.9 ,2.0 ,3.5 ,1.98 ,,,,,,,,,,,,,0.235 ,1.075 ,0.065 ,0.640 ,0.140 ,,,,,,0.355,,,,,,,,,,,,,,,,,15.30 ,13.60 ,20.20 ,20.10 ,11.00 ,9.00 ,6.20 ,,,,,,,,,,,,,,,5.97 ,5.87 ,5.46 ,,,,,,,,44.04 ,6.22 ,3.10 ,44.94 ,6.91 ,1.95 ,48.37 ,7.35 ,3.03 ,,,,,,,43.84 ,19.70 ,6.75 ,41.51 ,14.58 ,7.00 ,51.79 ,10.35 ,8.18 ,,,,,,,,,,,,,,,,,,,,
969,德康,2023.11.20,NN,,,公,,72,,,49.00 ,,,,,,,,,,,,,,,,,,,,,,,3.18,10.46,,,,,71,,,,2.7 ,1.5 ,2.1 ,4.8 ,2.78 ,,,,,,,,,,,,,0.265 ,1.055 ,0.090 ,0.575 ,0.165 ,,,,,,0.41,,,,,,,,,,,,,,,,,13.70 ,12.60 ,22.40 ,23.50 ,12.00 ,8.30 ,6.10 ,,,,,,,,,,,,,,,5.92 ,5.58 ,6.06 ,,,,,,,,45.34 ,8.51 ,4.49 ,52.36 ,9.72 ,5.97 ,50.60 ,7.93 ,3.55 ,,,,,,,42.34 ,15.33 ,6.08 ,44.84 ,13.00 ,4.62 ,41.47 ,14.67 ,4.27 ,,,,,,,,,,,,,,,,,,,,
970,德康,2023.11.20,NN,,,公,,68,,,46.40 ,,,,,,,,,,,,,,,,,,,,,,,3.22,8.62,,,,,73,,,,1.9 ,1.5 ,1.4 ,4.4 ,2.29 ,,,,,,,,,,,,,0.275 ,1.065 ,0.075 ,0.565 ,0.150 ,,,,,,0.45,,,,,,,,,,,,,,,,,16.00 ,12.40 ,25.50 ,25.30 ,10.00 ,8.10 ,5.60 ,,,,,,,,,,,,,,,6.10 ,5.44 ,5.26 ,,,,,,,,43.85 ,7.46 ,4.61 ,55.70 ,10.02 ,7.40 ,55.17 ,8.44 ,5.89 ,,,,,,,42.79 ,16.24 ,7.63 ,42.53 ,14.51 ,7.37 ,53.32 ,12.23 ,11.15 ,,,,,,,,,,,,,,,,,,,,
971,德康,2023.11.20,NN,,,母,,68,,,48.80 ,,,,,,,,,,,,,,,,,,,,,,,3.28,10.28,,,,,74,,,,3.1 ,2.4 ,2.6 ,4.5 ,3.15 ,,,,,,,,,,,,,0.250 ,1.160 ,0.105 ,0.535 ,0.155 ,,,,,,1.955,,,,,,,,,,,,,,,,,15.20 ,13.30 ,23.70 ,24.00 ,12.00 ,8.20 ,6.70 ,,,,,,,,,,,,,,,6.47 ,5.97 ,5.88 ,,,,,,,,42.71 ,6.79 ,4.31 ,45.63 ,6.28 ,2.57 ,50.93 ,4.75 ,4.18 ,,,,,,,37.77 ,13.32 ,4.64 ,41.83 ,13.30 ,6.71 ,42.94 ,17.08 ,6.38 ,,,,,,,,,,,,,,,,,,,,
972,德康,2023.11.20,NN,,,公,,60,,,40.40 ,,,,,,,,,,,,,,,,,,,,,,,2.96,7.83,,,,,64,,,,2.3 ,1.6 ,2.1 ,3.2 ,2.30 ,,,,,,,,,,,,,0.230 ,0.975 ,0.090 ,0.445 ,0.155 ,,,,,,0.5,,,,,,,,,,,,,,,,,14.20 ,11.60 ,25.70 ,24.70 ,10.00 ,7.60 ,5.70 ,,,,,,,,,,,,,,,5.94 ,5.46 ,5.22 ,,,,,,,,44.04 ,6.93 ,4.59 ,52.99 ,6.71 ,4.54 ,53.10 ,7.90 ,5.21 ,,,,,,,38.89 ,18.53 ,5.59 ,41.10 ,16.32 ,5.81 ,43.04 ,17.70 ,6.43 ,,,,,,,,,,,,,,,,,,,,
973,德康,2023.11.20,NN,,,母,,68,,,50.00 ,,,,,,,,,,,,,,,,,,,,,,,2.98,9.64,,,,,72,,,,3.0 ,2.0 ,2.3 ,4.6 ,2.98 ,,,,,,,,,,,,,0.230 ,1.055 ,0.095 ,0.510 ,0.115 ,,,,,,1.19,,,,,,,,,,,,,,,,,16.30 ,14.90 ,21.10 ,24.70 ,7.80 ,8.80 ,6.40 ,,,,,,,,,,,,,,,6.44 ,5.63 ,5.43 ,,,,,,,,48.58 ,6.71 ,14.57 ,53.68 ,3.73 ,2.68 ,58.22 ,5.98 ,6.84 ,,,,,,,45.98 ,13.27 ,14.41 ,48.93 ,11.32 ,6.24 ,51.02 ,14.40 ,8.67 ,,,,,,,,,,,,,,,,,,,,
974,德康,2023.11.20,NN,,,公,,56,,,37.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2.2 ,1.7 ,2.2 ,4.6 ,2.68 ,,,,,,,,,,,,,0.205 ,1.030 ,0.065 ,1.215 ,0.135 ,,,,,,0.885,,,,,,,,,,,,,,,,,14.20 ,10.40 ,23.20 ,25.00 ,9.80 ,7.90 ,5.60 ,,,,,,,,,,,,,,,5.92 ,5.63 ,5.49 ,,,,,,,,45.00 ,7.69 ,1.82 ,44.06 ,10.12 ,2.92 ,45.70 ,8.91 ,3.32 ,,,,,,,36.56 ,24.52 ,35.51 ,36.76 ,17.78 ,5.74 ,38.52 ,17.78 ,5.74 ,,,,,,,,,,,,,,,,,,,,
975,德康,2023.11.20,NN,,,母,,68,,,46.80 ,,,,,,,,,,,,,,,,,,,,,,,2.8,10.46,,,,,70.5,,,,2.7 ,2.1 ,2.1 ,3.8 ,2.66 ,,,,,,,,,,,,,0.215 ,0.925 ,0.185 ,0.810 ,0.130 ,,,,,,0.175,,,,,,,,,,,,,,,,,15.60 ,12.60 ,24.90 ,25.20 ,10.40 ,8.10 ,5.70 ,,,,,,,,,,,,,,,6.45 ,6.04 ,6.06 ,,,,,,,,46.29 ,4.30 ,3.14 ,44.20 ,5.13 ,3.10 ,49.51 ,7.02 ,5.19 ,,,,,,,42.45 ,16.31 ,41.66 ,42.53 ,14.55 ,5.42 ,42.63 ,14.55 ,5.42 ,,,,,,,,,,,,,,,,,,,,
976,德康,2023.11.20,NN,,,母,,64,,,44.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2.5 ,1.6 ,2.9 ,4.1 ,2.78 ,,,,,,,,,,,,,0.225 ,1.005 ,0.095 ,0.625 ,0.140 ,,,,,,1.29,,,,,,,,,,,,,,,,,15.20 ,10.30 ,22.30 ,25.50 ,10.30 ,7.60 ,5.50 ,,,,,,,,,,,,,,,6.01 ,5.97 ,5.49 ,,,,,,,,47.73 ,4.46 ,2.67 ,50.99 ,6.05 ,3.13 ,53.04 ,7.96 ,4.83 ,,,,,,,38.55 ,16.28 ,42.17 ,43.71 ,15.38 ,6.84 ,43.20 ,15.38 ,6.74 ,,,,,,,,,,,,,,,,,,,,
977,德康,2023.11.20,NN,,,母,,62,,,43.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,3.3 ,1.9 ,2.6 ,4.7 ,3.13 ,,,,,,,,,,,,,0.205 ,0.925 ,0.090 ,0.480 ,0.120 ,,,,,,1.56,,,,,,,,,,,,,,,,,14.00 ,12.10 ,23.20 ,24.30 ,8.10 ,7.10 ,5.40 ,,,,,,,,,,,,,,,6.09 ,6.17 ,6.00 ,,,,,,,,48.34 ,5.14 ,2.83 ,48.71 ,6.60 ,3.18 ,53.91 ,7.45 ,6.05 ,,,,,,,42.87 ,14.88 ,39.90 ,42.36 ,13.64 ,5.83 ,40.72 ,13.64 ,5.83 ,,,,,,,,,,,,,,,,,,,,
978,德康,2023.11.20,NN,,,公,,50,,,34.20 ,,,,,,,,,,,,,,,,,,,,,,,2.32,8.34,,,,,59,,,,2.5 ,1.5 ,2.0 ,4.3 ,2.58 ,,,,,,,,,,,,,0.265 ,1.125 ,0.090 ,0.580 ,0.170 ,,,,,,0.915,,,,,,,,,,,,,,,,,14.60 ,12.00 ,26.90 ,26.20 ,11.10 ,7.30 ,6.00 ,,,,,,,,,,,,,,,6.03 ,5.71 ,5.53 ,,,,,,,,44.91 ,9.84 ,4.82 ,46.79 ,7.64 ,3.09 ,49.78 ,8.89 ,5.47 ,,,,,,,36.64 ,16.18 ,36.23 ,36.95 ,15.81 ,5.01 ,39.55 ,15.81 ,5.01 ,,,,,,,,,,,,,,,,,,,,
